,Cidade,UF,Código,Latitude,Longitude,Altitude,geometry,Dis_1,Viz_1,Dis_2,Viz_2,Dis_3,Viz_3,Dis_4,Viz_4,Dis_5,Viz_5,Dis_6,Viz_6,Dis_7,Viz_7,Dis_8,Viz_8,Dis_9,Viz_9,Dis_10,Viz_10
451,MANTENA,MG,A540,-18.78027777,-40.98583333,213.5,POINT (-40.98583333 -18.78027777),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
452,GUANAMBI,BA,A426,-14.20805555,-42.74944444,882,POINT (-42.74944444 -14.20805555),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
453,TORRES,RS,A808,-29.35027777,-49.73305554,4.66,POINT (-49.73305554 -29.35027777),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
454,SOBRAL,CE,A306,-3.73166666,-40.34555555,109.62,POINT (-40.34555555 -3.73166666),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
455,BARRA DO CORDA,MA,A221,-5.50666666,-45.23694444,153,POINT (-45.23694444 -5.50666666),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
456,JALES,SP,A733,-20.165,-50.59499999,457,POINT (-50.59499999 -20.165),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
457,GUIRATINGA,MT,A932,-16.34166666,-53.76611111,526,POINT (-53.76611111 -16.34166666),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
458,IRECE,BA,A424,-11.32888888,-41.86444444,755,POINT (-41.86444444 -11.32888888),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
459,LUZIANIA,GO,A012,-16.27222222,-47.96638889,959.5,POINT (-47.96638889 -16.27222222),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
460,MACAJUBA,BA,A412,-12.11666666,-40.18333333,380,POINT (-40.18333333 -12.11666666),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
461,SANTO ANTONIO DO LESTE,MT,A931,-14.92777777,-53.8836111,648,POINT (-53.8836111 -14.92777777),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
462,SORRISO,MT,A904,-12.55,-55.71666666,380,POINT (-55.71666666 -12.55),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
463,LUIZ EDUARDO MAGALHAES,BA,A404,-12.15222222,-45.82972221,754.04,POINT (-45.82972221 -12.15222222),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
464,CAMETA,PA,A236,-2.2486111,-49.49305555,22,POINT (-49.49305555 -2.2486111),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
465,IBIMIRIM,PE,A349,-8.50944444,-37.71138888,448,POINT (-37.71138888 -8.50944444),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
466,MIRANDA,MS,A722,-20.38333333,-56.41666666,140,POINT (-56.41666666 -20.38333333),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
467,POCO VERDE,SE,A419,-10.73749999,-38.10777777,362,POINT (-38.10777777 -10.73749999),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
468,ALTA FLORESTA,MT,A924,-9.84944444,-56.1,289,POINT (-56.1 -9.84944444),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
469,TUCUMA,PA,A234,-6.7436111,-51.14222221,317,POINT (-51.14222221 -6.7436111),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
470,URUGUAIANA,RS,A809,-29.84249999,-57.08249999,62.31,POINT (-57.08249999 -29.84249999),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
471,APODI,RN,A340,-5.62638888,-37.815,150,POINT (-37.815 -5.62638888),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
472,CAMPINA VERDE,MG,A519,-19.53916666,-49.51805554,555.2,POINT (-49.51805554 -19.53916666),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
906,LAGES,SC,A865,-27.80222222,-50.33555555,955,POINT (-50.33555555 -27.80222222),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
941,GAMA (PONTE ALTA),DF,A046,-15.93527777,-48.13749999,990,POINT (-48.13749999 -15.93527777),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
948,PIRANHAS,AL,A371,-9.62222221,-37.76722221,187,POINT (-37.76722221 -9.62222221),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
950,ZE DOCA,MA,A255,-3.26916666,-45.65111111,45.5,POINT (-45.65111111 -3.26916666),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
960,CAMPINA DA LAGOA,PR,B803,-24.57083332,-52.80027777,598,POINT (-52.80027777 -24.57083332),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
961,REDENCAO,PA,A254,-8.04333333,-50.00694444,199,POINT (-50.00694444 -8.04333333),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
963,ENCRUZILHADA DO SUL,RS,A893,-30.54305555,-52.52472221,427.75,POINT (-52.52472221 -30.54305555),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
970,SAO MIGUEL DO ARAGUAIA,GO,A031,-12.82055554,-50.33583333,210,POINT (-50.33583333 -12.82055554),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
976,PORTO GRANDE,AP,A244,.69416666,-51.40388888,84.8,POINT (-51.40388888 0.69416666),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
979,DIVINOPOLIS,MG,A564,-20.17333332,-44.87499999,796,POINT (-44.87499999 -20.17333332),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
996,NOSSA SENHORA DA GLORIA,SE,A453,-10.20777777,-37.43194443,271,POINT (-37.43194443 -10.20777777),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
997,GOIOERE,PR,A825,-24.18388888,-53.04888888,481,POINT (-53.04888888 -24.18388888),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
1014,SANTA ROSA DO TOCANTINS,TO,A052,-11.42888888,-48.18499999,306,POINT (-48.18499999 -11.42888888),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
1015,ECOPORANGA,ES,A631,-18.29138888,-40.73638888,224,POINT (-40.73638888 -18.29138888),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
1019,LAGOA DA CONFUSAO,TO,A055,-10.828286,-49.847882,178,POINT (-49.847882 -10.828286),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
1027,COLINAS DO TOCANTINS,TO,A049,-8.092708,-48.478605,200,POINT (-48.478605 -8.092708),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
1311,ARAGUACU,TO,A054,-12.59222221,-49.5286111,231,POINT (-49.5286111 -12.59222221),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
1352,SANTAREM,PA,A250,-2.50277777,-54.72027777,137,POINT (-54.72027777 -2.50277777),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
1360,SILVA JARDIM,RJ,A659,-22.64583333,-42.41583333,19,POINT (-42.41583333 -22.64583333),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
1377,SAO SEBASTIAO DO PARAISO,MG,A561,-20.91,-47.11416666,845,POINT (-47.11416666 -20.91),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
1395,JEREMOABO,BA,A450,-10.08083332,-38.34583333,261,POINT (-38.34583333 -10.08083332),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
1407,SAQUAREMA,RJ,A667,-22.8711111,-42.60916666,16,POINT (-42.60916666 -22.8711111),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
1429,CURACA,BA,A448,-9.00138888,-39.91277777,370,POINT (-39.91277777 -9.00138888),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
1507,CRUZEIRO DO SUL,AC,A108,-7.61055555,-72.405,220,POINT (-72.405 -7.61055555),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
1525,PRIMAVERA DO LESTE,MT,A923,-15.57999999,-54.3811111,680,POINT (-54.3811111 -15.57999999),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
1526,BRAZLANDIA,DF,A042,-15.59972221,-48.1311111,1143,POINT (-48.1311111 -15.59972221),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
1529,COLOMBO,PR,B806,-25.32222221,-49.1575,950,POINT (-49.1575 -25.32222221),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
1546,TUPA,SP,A768,-21.92722221,-50.49027777,498,POINT (-50.49027777 -21.92722221),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
1552,RANCHO QUEIMADO,SC,A870,-27.6786111,-49.04194444,881,POINT (-49.04194444 -27.6786111),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
1559,SETE LAGOAS,MG,A569,-19.455,-44.17333332,719,POINT (-44.17333332 -19.455),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
1569,SAO FELIX DO XINGU,PA,A216,-6.63972221,-51.95694444,211,POINT (-51.95694444 -6.63972221),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
1571,PEF YAUARETE,AM,S115,.59944444,-69.19194444,F,POINT (-69.19194444 0.59944444),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
1579,BALIZA,RR,S113,.94777777,-59.74638888,F,POINT (-59.74638888 0.94777777),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
1581,PARANOA (COOPA-DF),DF,A047,-16.01111111,-47.5575,1043,POINT (-47.5575 -16.01111111),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
1592,SAO BENTO,MA,S108,-2.7,-44.85,F,POINT (-44.85 -2.7),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
1597,XINGUARA,PA,A247,-7.11027777,-49.92583332,245,POINT (-49.92583332 -7.11027777),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
1600,DOM ELISEU,PA,S107,-4.28999999,-47.55,F,POINT (-47.55 -4.28999999),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
1610,PILAO ARCADO,BA,A449,-10.00222222,-42.47333332,400,POINT (-42.47333332 -10.00222222),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
1615,JANUARIA,MG,A559,-15.44805555,-44.36638888,480,POINT (-44.36638888 -15.44805555),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
1627,REGISTRO,SP,A766,-24.53305554,-47.86416666,35,POINT (-47.86416666 -24.53305554),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
1629,JANAUBA,MG,A563,-15.80277777,-43.29694444,532,POINT (-43.29694444 -15.80277777),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
1641,SAO VICENTE DO SUL,RS,A889,-29.70194444,-54.69416666,134,POINT (-54.69416666 -29.70194444),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
1648,TRES RIOS,RJ,A625,-22.09833333,-43.20861111,305,POINT (-43.20861111 -22.09833333),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
1652,IPANGUACU,RN,A372,-5.53499999,-36.87222221,19,POINT (-36.87222221 -5.53499999),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
1653,BAMBUI,MG,A565,-20.0311111,-46.00861111,697,POINT (-46.00861111 -20.0311111),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
1656,ITAUBAL,AP,A251,.56777777,-50.8236111,21,POINT (-50.8236111 0.56777777),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
1661,PIUM,TO,A051,-10.47694443,-49.62944443,161,POINT (-49.62944443 -10.47694443),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
1663,SALGUEIRO,PE,A370,-8.05805555,-39.0961111,447,POINT (-39.0961111 -8.05805555),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
1664,BREVES,PA,A228,-1.68027777,-50.47805554,11,POINT (-50.47805554 -1.68027777),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
1678,SERAFINA CORREA,RS,A894,-28.70472222,-51.87055554,545,POINT (-51.87055554 -28.70472222),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
1680,FORTE PRINCIPE,RO,S101,-12.42999999,-64.41999999,F,POINT (-64.41999999 -12.42999999),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
1682,VILA VELHA,ES,A634,-20.46694443,-40.40416666,25,POINT (-40.40416666 -20.46694443),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
1696,DTCEA TABATINGA,AM,S105,-4.25055555,-69.93499999,F,POINT (-69.93499999 -4.25055555),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
1713,ALMAS,TO,A053,-11.28416666,-47.21222222,512,POINT (-47.21222222 -11.28416666),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
1725,DTCEA GUAJARA-MIRIM,RO,S110,-10.78999999,-65.33277777,F,POINT (-65.33277777 -10.78999999),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
1735,OLIVEIRA,MG,A570,-20.71472222,-44.86444444,1025,POINT (-44.86444444 -20.71472222),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
1740,CACHOEIRA PAULISTA,SP,A769,-22.68888888,-45.00555555,586,POINT (-45.00555555 -22.68888888),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
1749,PATOS DE MINAS,MG,A562,-18.52055554,-46.44055555,950,POINT (-46.44055555 -18.52055554),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
1759,CRMN MANAUS,AM,S103,-3.02249999,-60.05555555,F,POINT (-60.05555555 -3.02249999),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
1765,DRACENA,SP,A762,-21.45777777,-51.55222222,383,POINT (-51.55222222 -21.45777777),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
1770,FORMOSO DO RIO PRETO,BA,A452,-11.05222222,-45.20083333,488,POINT (-45.20083333 -11.05222222),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
1780,SANTA FE DO ARAGUAIA,TO,A048,-7.12416666,-48.78138888,171,POINT (-48.78138888 -7.12416666),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
1783,DTCEA TEFE,AM,S117,-3.37722221,-64.72305554,F,POINT (-64.72305554 -3.37722221),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
1790,DTCEA JACAREACANGA,PA,S120,-6.23722221,-57.77499999,F,POINT (-57.77499999 -6.23722221),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
1792,ANGRA DOS REIS,RJ,A628,-22.97583332,-44.30333333,6,POINT (-44.30333333 -22.97583332),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
1797,RIO DE JANEIRO - JACAREPAGUA,RJ,A636,-22.93972221,-43.40277777,20,POINT (-43.40277777 -22.93972221),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
1821,LARANJEIRAS DO SUL,PR,B804,-25.36888888,-52.39194444,835,POINT (-52.39194444 -25.36888888),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
1830,PACARAIMA,RR,S114,4.47749999,-61.14916666,F,POINT (-61.14916666 4.47749999),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
1844,CAMBARA DO SUL,RS,A897,-29.04888888,-50.14944444,1017,POINT (-50.14944444 -29.04888888),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
1856,BRAGANCA PAULISTA,SP,A744,-23.95194444,-46.53055554,891,POINT (-46.53055554 -23.95194444),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
1858,RIO SONO,TO,A050,-9.16,-47.13277777,291,POINT (-47.13277777 -9.16),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
1861,SAPEZAL,MT,A911,-10.16583333,-59.45111111,105,POINT (-59.45111111 -10.16583333),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
1886,MARILIA,SP,A763,-22.23527777,-49.965,660,POINT (-49.965 -22.23527777),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
1890,ULIANOPOLIS,PA,S111,-3.8,-47.51,F,POINT (-47.51 -3.8),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
1898,TUPANCIRETA,RS,A886,-29.89388888,-53.82666666,462,POINT (-53.82666666 -29.89388888),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
1914,ARACUAI,MG,A566,-16.84888888,-45.03527777,308,POINT (-45.03527777 -16.84888888),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
1917,SANTA ISABEL DO RIO NEGRO,AM,S121,-.41444444,-65.01749999,F,POINT (-65.01749999 -0.41444444),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
1920,VENDA NOVA DO IMIGRANTE,ES,A633,-20.25222222,-41.18999999,722,POINT (-41.18999999 -20.25222222),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
1924,MACHADO,MG,A567,-21.68083332,-45.94444444,969,POINT (-45.94444444 -21.68083332),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
1935,ITAPORANGA,PB,A373,-7.3186111,-38.14083333,292,POINT (-38.14083333 -7.3186111),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
1944,MACAUBAS,BA,A454,-13.03888888,-42.61722221,574,POINT (-42.61722221 -13.03888888),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
1982,EDEIA,GO,A029,-17.33694444,-49.91472222,608,POINT (-49.91472222 -17.33694444),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
1989,PEF ESTIRAO DO EQUADOR,AM,S116,-4.52999999,-71.61749999,F,POINT (-71.61749999 -4.52999999),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
2005,PEF IPIRANGA,AM,S102,-2.93055554,-69.69527777,F,POINT (-69.69527777 -2.93055554),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
2006,EB_PEF_BONFIM,MG,S122,3.35888888,-59.82388888,F,POINT (-59.82388888 3.35888888),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
2008,ITABAIANA,SE,A451,-10.67166666,-37.47138888,213,POINT (-37.47138888 -10.67166666),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
2015,SAO SEBASTIAO,SP,A767,-23.81083333,-45.4025,24,POINT (-45.4025 -23.81083333),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
2018,RIO CLARO,RJ,A626,-22.65361111,-44.04083333,516,POINT (-44.04083333 -22.65361111),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
2020,BERTIOGA,SP,A765,-23.84499999,-46.14305555,5,POINT (-46.14305555 -23.84499999),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
2033,MARILANDIA,ES,A632,-19.40722222,-40.53972221,95,POINT (-40.53972221 -19.40722222),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
2040,DTCEA VILHENA,RO,S104,-12.75055555,-60.14916666,F,POINT (-60.14916666 -12.75055555),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
2055,UBERABA,MG,A568,-19.71,-47.96166666,778,POINT (-47.96166666 -19.71),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
2056,ITATIAIA,RJ,A635,-22.37388888,-44.70305555,2450,POINT (-44.70305555 -22.37388888),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
2068,BEBDOURO,SP,A764,-20.94916666,-48.48972221,590,POINT (-48.48972221 -20.94916666),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
2069,ITAMARAJU,BA,A455,-17.00722222,-39.55138888,110,POINT (-39.55138888 -17.00722222),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
2079,SELVIRIA,MS,S717,-20.351444,-51.430222,374,POINT (-51.430222 -20.351444),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
2082,RIBEIRA DO AMPARO,BA,A458,-11.05861111,-38.44416666,182,POINT (-38.44416666 -11.05861111),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
2094,NOVA ALVORADA DO SUL,MS,S712,-21.450972,-54.341972,5,POINT (-54.341972 -21.450972),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
2114,SAO SIMAO,SP,A770,-21.46111111,-47.57944443,620,POINT (-47.57944443 -21.46111111),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
2130,SERRA NOVA DOURADA,MT,A943,-11.98777777,-51.4261111,441,POINT (-51.4261111 -11.98777777),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
2132,ALTAMIRA,PA,A253,-3.27027777,-52.39472221,191,POINT (-52.39472221 -3.27027777),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
2144,SANTA MARIA MADALENA,RJ,A630,-21.95055555,-42.01027777,517,POINT (-42.01027777 -21.95055555),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
2147,NOVO ARIPUANA,AM,A144,-8.0911111,-60.38055554,45,POINT (-60.38055554 -8.0911111),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
2155,PORANGATU,GO,A005,-13.309528,-49.117478,365,POINT (-49.117478 -13.309528),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
2191,PARACATU,MG,A571,-17.24444444,-46.88166666,705,POINT (-46.88166666 -17.24444444),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
2203,ARAL MOREIRA,MS,S702,-22.955028,-55.626,605,POINT (-55.626 -22.955028),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
2204,NOVA ANDRADINA,MS,S713,-22.078528,-53.465889,372,POINT (-53.465889 -22.078528),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
2209,FATIMA DO SUL,MS,S708,-22.308694,-54.325833,340,POINT (-54.325833 -22.308694),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
2213,SALVADOR (RADIO FAROL),BA,A456,-12.80833333,-38.49583333,31,POINT (-38.49583333 -12.80833333),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
2237,CORRENTE,PI,A374,-10.42916666,-45.17305554,452,POINT (-45.17305554 -10.42916666),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
2271,SAO JOSE DO XINGU,MT,A942,-10.48416666,-52.37249999,300,POINT (-52.37249999 -10.48416666),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
2281,ROSARIO OESTE,MT,A944,-14.82888888,-56.44194444,195,POINT (-56.44194444 -14.82888888),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
2299,BONITO,MS,S704,-21.246756,-56.450442,329,POINT (-56.450442 -21.246756),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
2317,BRASILANDIA,MS,S705,-21.298278,-52.068917,345,POINT (-52.068917 -21.298278),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
2329,ANGELICA,MS,S701,-22.148083,-53.763736,347,POINT (-53.763736 -22.148083),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
2332,IGUATEMI,MS,S709,-23.644481,-54.570289,319,POINT (-54.570289 -23.644481),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
2363,CRISTALINA (FAZENDA SANTA MONICA),GO,A056,-16.39944444,-47.62583332,932,POINT (-47.62583332 -16.39944444),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
2396,RIBAS DO RIO PARDO,MS,S715,-20.466694,-53.763028,442,POINT (-53.763028 -20.466694),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
2444,CAPAO DO LEAO (PELOTAS),RS,A887,-31.8025,-52.40722222,13,POINT (-52.40722222 -31.8025),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
2466,LAGUNA CARAPA,MS,S711,-22.575389,-55.160333,499,POINT (-55.160333 -22.575389),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
2469,ITAPORA,MS,S710,-22.092833,-54.798833,360,POINT (-54.798833 -22.092833),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
2476,CAMPOS NOVOS,SC,A898,-27.3886111,-51.21583333,963,POINT (-51.21583333 -27.3886111),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
2491,PEDRO GOMES,MS,S714,-18.072711,-54.548811,251,POINT (-54.548811 -18.072711),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
2494,BAIXA GRANDE DO RIBEIRO,PI,A375,-8.333531,-45.094625,519,POINT (-45.094625 -8.333531),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
2542,SAO PAULO - INTERLAGOS,SP,A771,-23.724501,-46.677501,771,POINT (-46.677501 -23.724501),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
2562,NITEROI,RJ,A627,-22.867389,-43.102056,6,POINT (-43.102056 -22.867389),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
2577,CAMPO MAIOR,PI,A376,-4.86416666,-42.14555555,125,POINT (-42.14555555 -4.86416666),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
